fecha_de_registro,tipo_divorcio,el_nacionalidad,el_f_nacimiento,el_loc_nacimiento,el_mpo_nacimiento,el_edo_nacimiento,el_pais_nacimiento,el_edad,el_mpo_habita,el_edo_habita,el_pais_habita,el_ingreso,el_ocupacion,el_loc_habita,ella_nacionalidad,ella_f_nacimiento,fecha_de_registro_2,ella_loc_nacimiento,ella_mpo_nacimiento,ella_edo_nacimiento,ella_pais_nacimiento,ella_edad,ella_loc_habita,ella_mpo_habita,ella_edo_habita,ella_pais_habita,ella_ocupacion,ella_ingreso,fecha,localidad,municipio,entidad_federativa,el_escolaridad,el_trabajo,ella_escolaridad,ella_trabajo,años_matrimonio,meses_matrimonio,num_hijos,custodia
2000-10-10,Voluntario,MEXICANA,18/07/1959,ORIENTAL,ORIENTAL,PUEBLA,MEXICO,41,XALAPA,VERACRUZ,MEXICO,2500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,18/04/1963,1963-05-28,ORIENTAL,ORIENTAL,PUEBLA,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,MAESTRA,5000,1983-12-30,TLALNELHUAYOCAN,TLALNELHUAYOCAN,VERACRUZ,SECUNDARIA,EMPLEADO,PROFESIONAL,EMPLEADO,16,9,3,MADRE
2000-10-10,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,38,XALAPA,VERACRUZ,MEXICO,2500,EMPLEADO SEGURIDAD,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,HUAYACOCOTLA,HUAYACOCOTLA,VERACRUZ,MEXICO,38,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,1500,1980-02-02,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,NA,EMPLEADO,20,8,2,MADRE
2001-10-10,Voluntario,MEXICANA,18/03/1972,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,29,VERACRUZ,VERACRUZ,MEXICO,3000,ABOGADO,VERACRUZ,MEXICANA,05/02/1972,1972-03-18,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,29,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,DOCTORA,8000,1995-04-20,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,6,NA,1,MADRE
2007-10-10,Necesario,MEXICANA,17/10/1972,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,07/09/1974,NA,PAPANTLA,PAPANTLA,VERACRUZ,MEXICO,33,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2003-07-22,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,5,NA,1,NA
2007-10-10,Necesario,MEXICANA,23/03/1975,COATEPEC,COATEPEC,VERACRUZ,MEXICO,32,COATEPEC,VERACRUZ,MEXICO,NA,NA,COATEPEC,MEXICANA,30/09/1977,NA,ORIZABA,ORIZABA,VERACRUZ,MEXICO,30,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2002-07-26,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,5,NA,NA,NA
2007-10-10,Necesario,MEXICANA,14/08/1959,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,48,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,11/08/1958,NA,JUCHIQUE DE FERRER,JUCHIQUE DE FERRER,VERACRUZ,MEXICO,49,EMILIANO ZAPATA,EMILIANO ZAPATA,VERACRUZ,MEXICO,NA,NA,1984-08-10,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,PREPARATORIA,EMPLEADO,23,NA,1,NA
2011-10-10,Necesario,MEXICANA,16/09/1965,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,46,XALAPA,VERACRUZ,MEXICO,14000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,04/03/1965,NA,TLATLAUQUITEPEC,TLATLAUQUITEPEC,PUEBLA,MEXICO,46,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,PROFESORA,9000,1990-01-10,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,21,NA,3,MADRE
2011-10-10,Necesario,MEXICANA,26/10/1948,SAN FRANCISCO,SAN FRANCISCO,ESTADO DE MEXICO,MEXICO,62,XALAPA,VERACRUZ,MEXICO,20000,ARQUITECTO,XALAPA-ENRIQUEZ,MEXICANA,15/03/1950,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,61,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1972-04-08,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,40,NA,4,NA
2011-10-10,Voluntario,MEXICANA,29/04/1968,SAN RAFAEL,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,43,XALAPA,VERACRUZ,MEXICO,7000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,27/05/1968,1968-12-13,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,43,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1988-12-19,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PREPARATORIA,NO TRABAJA,23,NA,2,NA
2012-10-10,Necesario,MEXICANA,NA,GRANADA,MIGUEL HIDALGO,DISTRITO FEDERAL,MEXICO,46,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,2000-02-12,XALAPA,XALAPA,VERACRUZ,NA,NA,NA,NA,12,NA,3,MADRE
2013-10-10,Necesario,MEXICANA,22/04/1955,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,58,XALAPA,VERACRUZ,MEXICO,10000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,10/05/1965,NA,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,48,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2001-07-20,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,9,NA,1,MADRE
2000-11-10,Voluntario,MEXICANA,21/03/1973,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,27,XALAPA,VERACRUZ,MEXICO,1000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,27/11/1973,1974-01-08,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,1000,1995-07-28,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,PRIMARIA,EMPLEADO,5,NA,1,MADRE
2000-11-10,Voluntario,MEXICANA,30/06/1950,SAN PABLO COAPAN,"NAOLINCO",VERACRUZ,MEXICO,50,XALAPA,VERACRUZ,MEXICO,1000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,04/06/1956,1956-12-28,EL TIBOR,TIBOR,GUERRERO,MEXICO,44,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1999-02-23,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,PRIMARIA,NO TRABAJA,1,8,NA,NA
2003-11-10,Voluntario,MEXICANA,26/11/1962,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,40,XALAPA,VERACRUZ,MEXICO,80000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,30/09/1965,1965-10-01,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,38,CUERNAVACA,CUERNAVACA,MORELOS,MEXICO,LABORES DOMESTICAS,NA,1987-04-23,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,PROFESIONAL,EMPLEADO,PREPARATORIA,NO TRABAJA,16,6,2,NA
2004-11-10,Necesario,MEXICANA,09/05/1956,LAS PUENTES,TIHUATLAN,VERACRUZ,MEXICO,48,XALAPA,VERACRUZ,MEXICO,5000,CONTADOR PUBLICO,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,CHICONTEPEC,CHICONTEPEC,VERACRUZ,MEXICO,45,NA,NA,NA,NA,SOCIOLOGA,4300,1982-05-07,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,8,NA,1,MADRE
2004-11-10,Voluntario,MEXICANA,19/04/1955,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,49,XALAPA,VERACRUZ,MEXICO,16000,MEDICO,XALAPA-ENRIQUEZ,MEXICANA,04/07/1964,1964-11-05,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,40,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1983-12-30,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,21,NA,1,MADRE
2004-11-10,Voluntario,MEXICANA,28/03/1968,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA,VERACRUZ,MEXICO,8500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,28/05/1972,1972-07-10,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,7600,1997-03-14,EMILIANO ZAPATA,EMILIANO ZAPATA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,7,7,NA,NA
2008-11-10,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,07/09/1956,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,52,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,3500,1974-04-08,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,SECUNDARIA,EMPLEADO,26,NA,2,MADRE
2008-11-10,Necesario,MEXICANA,11/06/1948,AHUACATAN,JALACINGO,VERACRUZ,MEXICO,60,XALAPA,VERACRUZ,MEXICO,4600,PENSIONADO,XALAPA-ENRIQUEZ,MEXICANA,17/02/1949,NA,SAN AGUSTIN,TLACOTALPAN,VERACRUZ,MEXICO,59,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2004-01-23,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,NA,NA,4,11,NA,NA
2009-11-10,Necesario,MEXICANA,19/12/1981,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,27,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,08/02/1979,NA,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,30,CEMPOALA,CEMPOALA,VERACRUZ,MEXICO,EMPLEADA,3000,2007-02-13,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,2,NA,1,MADRE
2002-12-10,Necesario,MEXICANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEXICANA,24/11/1969,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,1500,1986-02-13,XALAPA,XALAPA,VERACRUZ,NA,NA,PREPARATORIA,NO TRABAJA,16,9,1,MADRE
2003-12-10,Voluntario,MEXICANA,07/07/1962,LAS VIGAS,LAS VIGAS,VERACRUZ,MEXICO,41,EMILIANO ZAPATA,VERACRUZ,MEXICO,10000,TRANSPORTISTA,JULIO CASTRO,MEXICANA,02/12/1968,1969-11-03,NUEVO LAREDO,TAMAULIPAS,TAMAULIPAS,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,5000,1990-04-19,NUEVO LAREDO,NUEVO LAREDO,TAMAULIPAS,PREPARATORIA,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,PREPARATORIA,EMPLEADO,13,7,2,PADRE
2004-12-10,Voluntario,MEXICANA,20/06/1965,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,39,XALAPA,VERACRUZ,MEXICO,2000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,05/09/1971,1971-10-16,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,3000,1994-07-28,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PROFESIONAL,EMPLEADO,16,NA,2,MADRE
2007-12-10,Necesario,MEXICANA,09/07/1974,CHICONTEPEC,CHICONTEPEC,VERACRUZ,MEXICO,33,CHICONTEPEC,VERACRUZ,MEXICO,3600,EMPLEADO,CHICONTEPEC,MEXICANA,13/03/1976,NA,CHICONTEPEC,CHICONTEPEC,VERACRUZ,MEXICO,31,CHICONTEPEC,CHICONTEPEC,VERACRUZ,MEXICO,EMPLEADA,2000,1996-03-09,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,7,NA,1,MADRE
2007-12-10,Voluntario,MEXICANA,10/03/1965,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,42,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,02/05/1974,1974-07-11,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1998-07-30,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,JORNALERO O PEON,SECUNDARIA,NO TRABAJA,9,NA,NA,NA
2007-12-10,Voluntario,MEXICANA,12/09/1980,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,27,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,16/01/1979,1979-05-26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2005-08-05,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,NO TRABAJA,PROFESIONAL,EMPLEADO,2,NA,NA,NA
2008-12-10,Necesario,MEXICANA,26/12/1971,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA,VERACRUZ,MEXICO,5000,ACADEMICO,XALAPA-ENRIQUEZ,MEXICANA,28/12/1976,NA,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,INGENIERA,19000,2002-12-20,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,4,NA,1,MADRE
2008-12-10,Necesario,MEXICANA,13/05/1968,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,40,XALAPA,VERACRUZ,MEXICO,6000,ABOGADO,XALAPA-ENRIQUEZ,MEXICANA,12/10/1971,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ABOGADA,30000,2001-04-21,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,6,NA,1,MADRE
2009-12-10,Necesario,MEXICANA,01/03/1970,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,39,XALAPA,VERACRUZ,MEXICO,4000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,03/03/1972,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,6647,1993-01-04,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,ESTABLECIMIENTO,PROFESIONAL,EMPLEADO,16,NA,2,NA
2010-12-10,Voluntario,MEXICANA,22/03/1982,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,08/10/1983,1983-12-28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2008-10-10,COATEPEC,COATEPEC,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,2,10,NA,NA
2010-12-10,Voluntario,MEXICANA,26/06/1956,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,54,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,01/08/1962,1962-08-01,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,48,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1999-05-15,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,11,NA,NA,NA
2013-12-10,Necesario,MEXICANA,16/11/1982,TEZIUTLAN,TEZIUTLAN,PUEBLA,MEXICO,31,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,08/04/1982,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2009-05-23,XALAPA,XALAPA,VERACRUZ,NA,NA,NA,NA,4,NA,1,MADRE
2013-12-10,Voluntario,MEXICANA,28/07/1967,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,46,XALAPA,VERACRUZ,MEXICO,5000,CARPINTERO,XALAPA-ENRIQUEZ,MEXICANA,04/09/1969,1969-09-25,VILLA DE OMEALCA,VILLA DE OMEALCA,VERACRUZ,MEXICO,44,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,DOCENTE,6000,1988-07-28,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,OBRERO,PROFESIONAL,EMPLEADO,25,NA,3,NA
2013-12-10,Necesario,MEXICANA,17/09/1987,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,10/10/1988,NA,CORDOBA,CORDOBA,VERACRUZ,MEXICO,25,CARRIZAL,EMILIANO ZAPATA,VERACRUZ,MEXICO,ESTUDIANTE,NA,2011-06-06,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,NA,2,NA,1,NA
2007-01-11,Necesario,MEXICANA,16/01/1974,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA,VERACRUZ,MEXICO,2800,NA,XALAPA-ENRIQUEZ,MEXICANA,01/01/1973,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,NA,NA,NA,NA,NA,NA,1999-02-01,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,NA,NA,5,NA,1,NA
2010-01-11,Voluntario,MEXICANA,19/09/1976,CIUDAD DEL CARMEN,CIUDAD DEL CARMEN,CAMPECHE,MEXICO,33,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,05/07/1981,1982-03-02,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,4000,2002-06-27,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,ESTABLECIMIENTO,7,NA,NA,NA
2012-01-11,Necesario,MEXICANA,20/05/1955,GUADALAJARA,GUADALAJARA,JALISCO,MEXICO,56,XALAPA,VERACRUZ,MEXICO,8000,ASESOR,XALAPA-ENRIQUEZ,MEXICANA,19/03/1957,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,54,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,MAESTRA,11000,1980-12-06,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,30,NA,3,NA
2012-01-11,Necesario,MEXICANA,24/05/1978,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA,VERACRUZ,MEXICO,4500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,15/04/1985,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,6000,2007-10-25,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,EMPLEADO,4,NA,1,MADRE
2013-01-11,Necesario,MEXICANA,19/11/1978,TONALA,TONALA,CHIAPAS,MEXICO,34,TUXTLA GUTIERREZ,CHIAPAS,MEXICO,15000,QUIMICO,TUXTLA GUTIERREZ,MEXICANA,09/05/1976,NA,AZCAPOTZALCO,AZCAPOTZALCO,DISTRITO FEDERAL,MEXICO,36,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2002-07-06,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,12,NA,3,MADRE
2000-02-11,Voluntario,MEXICANA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,MEXICANA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,1988-02-03,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,EMPLEADO,NA,NA,NA,NA
2003-02-11,Voluntario,MEXICANA,23/08/1966,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA,VERACRUZ,MEXICO,1300,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,20/04/1966,1966-06-13,TOTUTLA,TOTUTLA,VERACRUZ,MEXICO,36,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,2000,1990-07-20,TOTUTLA,TOTUTLA,VERACRUZ,PREPARATORIA,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,PROFESIONAL,EMPLEADO,12,6,2,MADRE
2003-02-11,Voluntario,MEXICANA,17/03/1973,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,29,XALAPA,VERACRUZ,MEXICO,1000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,27/01/1976,1976-02-13,MAZATLAN,MAZATLAN,SINALOA,MEXICO,27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1995-08-05,TEPETLAN,TEPETLAN,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,NO TRABAJA,7,6,1,MADRE
2005-02-11,Voluntario,MEXICANA,30/09/1975,PEROTE,PEROTE,VERACRUZ,MEXICO,29,XALAPA,VERACRUZ,MEXICO,NA,PROFESOR,XALAPA-ENRIQUEZ,MEXICANA,19/04/1975,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,29,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EDUCADORA,NA,2002-07-17,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,2,7,NA,NA
2009-02-11,Necesario,MEXICANA,07/03/1973,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA,VERACRUZ,MEXICO,20000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,19/08/1977,NA,MINATITLAN,MINATITLAN,VERACRUZ,MEXICO,31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2003-03-07,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,4,NA,NA,NA
2010-02-11,Necesario,MEXICANA,04/09/1976,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,11/11/1980,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,29,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1998-06-01,XALAPA,XALAPA,VERACRUZ,NA,NA,NA,NA,11,NA,NA,NA
2010-02-11,Necesario,MEXICANA,03/02/1973,URSULO GALVAN,LA ANTIGUA,VERACRUZ,MEXICO,37,XALAPA,VERACRUZ,MEXICO,6000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,01/11/1973,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,6000,1995-07-03,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,9,NA,1,MADRE
2010-02-11,Necesario,MEXICANA,26/06/1971,ESPARTACO,COYOACAN,DISTRITO FEDERAL,MEXICO,38,XALAPA,VERACRUZ,MEXICO,15000,ABOGADO,XALAPA-ENRIQUEZ,MEXICANA,22/12/1980,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,29,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,5000,2002-09-06,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,EMPLEADO,7,NA,NA,NA
2010-02-11,Necesario,MEXICANA,26/06/1959,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,50,XALAPA,VERACRUZ,MEXICO,25000,INVESTIGADOR,XALAPA-ENRIQUEZ,MEXICANA,19/04/1962,NA,TIERRA BLANCA,TIERRA BLANCA,VERACRUZ,MEXICO,47,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,INVESTIGADORA,22000,1984-10-06,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,22,NA,1,MADRE
